title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Rosa,L.,DeLauro,,,D,CT,3,1,F,202-225-3661,202-225-4890,https://delauro.house.gov,,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,CongresswomanRosaDeLauro,,,1943-03-02,Rep.Delauro@opencongress.org
Rep,Lincoln,,Diaz-Balart,,,R,FL,21,0,M,,,http://www.house.gov/diaz-balart,,,D000299,26796,H2FL19037,400107,N00002872,,http://www.opencongress.org/wiki/Lincoln_Diaz-Balart,,,,,1954-08-13,
Rep,Norman,D.,Dicks,,Norm,D,WA,6,0,M,202-225-5916,202-226-1176,http://www.house.gov/dicks,http://www.house.gov/dicks/email.shtml,2467 Rayburn House Office Building,D000327,27127,H6WA06021,400109,N00007918,,http://www.opencongress.org/wiki/Norman_Dicks,,,,,1940-12-16,
Rep,John,D.,Dingell,,,D,MI,12,0,M,202-225-4071,202-226-0371,http://dingell.house.gov,https://dingell.house.gov/contact-me/email-me,2328 Rayburn House Office Building,D000355,26917,H6MI16034,400110,N00001783,,http://www.opencongress.org/wiki/John_Dingell,,,,,1926-07-08,
Sen,Christopher,J.,Dodd,,,D,CT,Senior Seat,0,M,,,http://dodd.senate.gov,,,D000388,53277,S0CT00037,300034,N00000581,,http://www.opencongress.org/wiki/Christopher_Dodd,,,,III,1944-05-27,
Rep,Lloyd,A.,Doggett,,,D,TX,35,1,M,202-225-4865,202-225-3073,https://doggett.house.gov,,2307 Rayburn House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,lloyddoggett,,,1946-10-06,Rep.Doggett@opencongress.org
Sen,Pete,V.,Domenici,,,R,NM,Senior Seat,0,M,,,http://domenici.senate.gov,,,D000407,53325,S8NM00010,300036,N00006515,,http://www.opencongress.org/wiki/Pete_Domenici,,,,II,1932-05-07,
Rep,John,T.,Doolittle,,,R,CA,4,0,M,,,http://doolittle.house.gov,,,D000429,26743,H0CA14042,400113,N00007556,,http://www.opencongress.org/wiki/John_Doolittle,,,,,1950-10-30,
Sen,Byron,L.,Dorgan,,,D,ND,Junior Seat,0,M,,,http://dorgan.senate.gov,,,D000432,53332,S2ND00040,300037,N00004615,,http://www.opencongress.org/wiki/Byron_Dorgan,,,,III,1942-05-14,
Rep,Michael,F.,Doyle,Jr.,Mike,D,PA,14,1,M,202-225-2135,202-225-3084,http://doyle.house.gov,,239 Cannon House Office Building,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,http://youtube.com/CongressmanDoyle,usrepmikedoyle,,,1953-08-05,Rep.Doyle@opencongress.org
Rep,David,T.,Dreier,,,R,CA,26,0,M,202-225-2305,202-225-7018,http://dreier.house.gov,http://doyle.house.gov/email_mike.shtml,233 Cannon House Office Building,D000492,26765,H8CA35032,400115,N00006932,,http://www.opencongress.org/wiki/David_Dreier,,,,,1952-07-05,
Rep,John,J.,Duncan,Jr.,Jimmy,R,TN,2,1,M,202-225-5435,202-225-6440,http://duncan.house.gov,,2207 Rayburn House Office Building,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,CongressmanDuncan,,,1947-07-21,Rep.Duncan@opencongress.org
Sen,Richard,J.,Durbin,,,D,IL,Senior Seat,1,M,202-224-2152,202-228-0400,https://www.durbin.senate.gov,https://www.durbin.senate.gov/contact/,711 Hart Senate Office Building,D000563,26847,S6IL00151,300038,N00004981,SenatorDurbin,http://www.opencongress.org/wiki/Richard_Durbin,http://youtube.com/SenatorDurbin,SenatorDurbin,,II,1944-11-21,Sen.Durbin@opencongress.org
Sen,Jim,W.,DeMint,,,R,SC,Junior Seat,0,M,202-224-6121,202-228-5143,http://demint.senate.gov,http://www.demint.senate.gov/public/index.cfm?p=ContactInformation,167 Russell Senate Office Building,D000595,25026,S4SC00083,400105,N00002472,,http://www.opencongress.org/wiki/Jim_DeMint,,,,III,1951-09-02,
Rep,Jo Ann,S.,Davis,,,R,VA,1,0,F,,,http://joanndavis.house.gov,,,D000597,24970,H0VA01052,400095,N00013078,,http://www.opencongress.org/wiki/Jo_Ann_Davis,,,,,1950-06-29,
Rep,Susan,A.,Davis,,,D,CA,53,1,F,202-225-2040,202-225-2948,https://susandavis.house.gov,,1214 Longworth House Office Building,D000598,8168,H0CA49055,400097,N00009604,RepSusanDavis,http://www.opencongress.org/wiki/Susan_Davis,,RepSusanDavis,,,1944-04-13,Rep.Susandavis@opencongress.org
Rep,Lincoln,,Davis,,,D,TN,4,0,M,,,http://www.house.gov/lincolndavis,,,D000599,12080,H4TN06051,400096,N00003264,,http://www.opencongress.org/wiki/Lincoln_Davis,,,,,1943-09-13,
Rep,Mario,,Diaz-Balart,,,R,FL,25,1,M,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,,440 Cannon House Office Building,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,mdiazbalart,,,1961-09-25,Rep.Mariodiazbalart@opencongress.org
Sen,Elizabeth,H.,Dole,,,R,NC,Senior Seat,0,F,,,http://dole.senate.gov/,,,D000601,41533,S2NC00083,300035,N00008071,,http://www.opencongress.org/wiki/Elizabeth_Dole,,,,II,1936-07-29,
Rep,Artur,,Davis,,,D,AL,7,0,M,,,http://www.house.gov/arturdavis,,,D000602,27560,H0AL07060,400092,N00009570,,http://www.opencongress.org/wiki/Artur_Davis,,,,,1967-10-09,
Rep,Geoff,,Davis,,,R,KY,4,0,M,202-225-3465,202-225-0003,http://geoffdavis.house.gov,http://geoffdavis.house.gov/Contact.aspx,1119 Longworth House Office Building,D000603,35212,H2KY04071,400633,N00024862,,http://www.opencongress.org/wiki/Geoff_Davis,,,,,1958-10-26,
Rep,Charles,W.,Dent,,,R,PA,15,1,M,202-225-6411,202-226-0778,https://dent.house.gov,,2082 Rayburn House Office Building,D000604,9121,H4PA15087,400648,N00026171,RepCharlieDent,http://www.opencongress.org/wiki/Charles_Dent,http://youtube.com/CongressmanDent,CongressmanDent,,,1960-05-24,Rep.Dent@opencongress.org
Rep,Thelma,D.,Drake,,,R,VA,2,0,F,,,http://drake.house.gov,,,D000605,8231,H4VA02037,400658,N00027281,,http://www.opencongress.org/wiki/Thelma_Drake,,,,,1949-11-20,
Rep,David,,Davis,,,R,TN,1,0,M,,,http://daviddavis.house.gov,,,D000606,753,H6TN01313,412235,N00008758,,http://www.opencongress.org/wiki/David_Davis,,,,,1959-11-06,
Sen,Joe,,Donnelly,,,D,IN,Senior Seat,1,M,202-224-4814,202-225-6798,https://www.donnelly.senate.gov,https://www.donnelly.senate.gov/contact/email-joe,720 Hart Senate Office Building,D000607,34212,H4IN02101,412205,N00026586,SenDonnelly,http://www.opencongress.org/wiki/Joe_Donnelly,http://youtube.com/sendonnelly,senatordonnelly,,I,1955-09-28,Sen.Donnelly@opencongress.org
Rep,Kathleen,A.,Dahlkemper,,,D,PA,3,0,F,,,http://dahlkemper.house.gov,,,D000608,102423,H8PA03084,412273,N00029414,,http://www.opencongress.org/wiki/Kathy_Dahlkemper,,,,,1957-12-10,
Rep,Steve,,Driehaus,,,D,OH,1,0,M,,,http://driehaus.house.gov,,,D000609,45110,H8OH01068,412274,N00029211,,http://www.opencongress.org/wiki/Steven_Driehaus,,,,,1966-06-24,
Rep,Theodore,E.,Deutch,,,D,FL,22,1,M,202-225-3001,202-225-5974,http://teddeutch.house.gov,,2447 Rayburn House Office Building,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,http://youtube.com/congressmanteddeutch,CongressmanTedDeutch,,,1966-05-07,Rep.Teddeutch@opencongress.org
Rep,Charles,,Djou,,,R,HI,1,0,M,,,http://djou.house.gov/,,,D000611,17827,H0HI01157,412387,N00029460,,http://www.opencongress.org/wiki/Charles_Djou,,,,,1970-08-09,
Rep,Jeff,,Denham,,,R,CA,10,1,M,202-225-4540,202-225-3402,http://denham.house.gov,,1730 Longworth House Office Building,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,http://youtube.com/repjeffdenham,RepJeffDenham,,,1967-07-29,Rep.Denham@opencongress.org
Rep,Bob,,Dold,,,R,IL,10,0,M,202-225-4835,,https://dold.house.gov,,221 Cannon House Office Building,D000613,116548,H0IL10302,412420,N00031103,,http://www.opencongress.org/wiki/Robert_Dold,,,,,1969-06-23,
Rep,Sean,P.,Duffy,,,R,WI,7,1,M,202-225-3365,202-225-3240,https://duffy.house.gov,,2330 Rayburn House Office Building,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,http://youtube.com/RepSeanDuffy,RepSeanDuffy,,,1971-10-03,Rep.Duffy@opencongress.org
Rep,Jeff,,Duncan,,,R,SC,3,1,M,202-225-5301,202-225-3216,http://jeffduncan.house.gov,,2229 Rayburn House Office Building,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,http://youtube.com/congjeffduncan,RepJeffDuncan,,,1966-01-07,Rep.Jeffduncan@opencongress.org
Rep,Scott,,DesJarlais,,,R,TN,4,1,M,202-225-6831,202-226-5172,https://desjarlais.house.gov,,2301 Rayburn House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,,,1964-02-21,Rep.Desjarlais@opencongress.org
Rep,Suzan,K.,DelBene,,,D,WA,1,1,F,202-225-6311,202-226-1606,https://delbene.house.gov,,2442 Rayburn House Office Building,D000617,126272,H0WA08046,412505,N00030693,RepDelBene,,,RepDelBene,,,1962-02-17,Rep.Delbene@opencongress.org
Sen,Steve,,Daines,,,R,MT,Junior Seat,1,M,202-224-2651,202-228-1236,https://www.daines.senate.gov,https://www.daines.senate.gov/connect/email-steve,320 Hart Senate Office Building,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,http://youtube.com/SteveDainesMT,SteveDainesMT,,II,1962-08-20,Sen.Daines@opencongress.org
Rep,Rodney,,Davis,,,R,IL,13,1,M,202-225-2371,217-791-6168,http://rodneydavis.house.gov,,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,RepRodneyDavis,,,1970-01-05,Rep.Rodneydavis@opencongress.org
Rep,John,K.,Delaney,,,D,MD,6,1,M,202-225-2721,202-225-2193,http://delaney.house.gov,,1632 Longworth House Office Building,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,http://youtube.com/repjohndelaney,congressmanjohndelaney,,,1963-04-16,Rep.Delaney@opencongress.org
Rep,Ron,,DeSantis,,,R,FL,6,1,M,202-225-2706,202-226-6299,http://desantis.house.gov,,1524 Longworth House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,RepDeSantis,,,1978-09-14,Rep.Desantis@opencongress.org
Sen,Tammy,,Duckworth,,,D,IL,Junior Seat,1,F,202-224-2854,,https://www.duckworth.senate.gov,https://www.duckworth.senate.gov/content/contact-senator,524 Hart Senate Office Building,D000622,57442,H6IL06141,412533,N00027860,SenDuckworth,,http://youtube.com/repduckworth,SenDuckworth,,III,1968-03-12,Sen.Duckworth@opencongress.org
Rep,Mark,,DeSaulnier,,,D,CA,11,1,M,202-225-2095,202-225-5609,https://desaulnier.house.gov,,115 Cannon House Office Building,D000623,,H0CA10073,412613,N00030709,RepDeSaulnier,,,RepMarkDeSaulnier,,,1952-03-31,Rep.Desaulnier@opencongress.org
Rep,Debbie,,Dingell,,,D,MI,12,1,F,202-225-4071,202-226-0371,https://debbiedingell.house.gov,,116 Cannon House Office Building,D000624,152482,H4MI12079,412637,N00036149,RepDebDingell,,,RepDebbieDingell,,,1953-11-23,Rep.Debbiedingell@opencongress.org
Rep,Daniel,M.,Donovan,Jr.,,R,NY,11,1,M,202-225-3371,,https://donovan.house.gov,,1541 Longworth House Office Building,D000625,127760,H6NY11174,412672,N00036928,RepDanDonovan,,,RepDanDonovan,,,1956-11-06,Rep.Donovan@opencongress.org
Rep,Warren,,Davidson,,,R,OH,8,1,M,202-225-6205,,https://davidson.house.gov,,1004 Longworth House Office Building,D000626,166760,H6OH08315,412675,N00038767,WarrenDavidson,,,CongressmanWarrenDavidson,,,1970-03-01,Rep.Davidson@opencongress.org
Rep,Val,,Demings,,,D,FL,10,1,F,202-225-2176,,https://demings.house.gov,,238 Cannon House Office Building,D000627,137637,H2FL08063,412696,N00033449,RepValDemings,,,RepresentativeValDemings,,,1957-03-12,Rep.Demings@opencongress.org
Rep,Neal,,Dunn,,,R,FL,2,1,M,202-225-5235,,https://dunn.house.gov,,423 Cannon House Office Building,D000628,166297,H6FL02208,412691,N00037442,drnealdunnfl2,,,drnealdunnfl2,,,1953-02-16,Rep.Dunn@opencongress.org
Rep,Thomas,,Edwards,,Chet,D,TX,17,0,M,,,http://www.house.gov/edwards,,,E000063,27087,H8TX06035,400118,N00005794,,http://www.opencongress.org/wiki/Thomas_Edwards,,,,,1951-11-24,
Rep,Vernon,J.,Ehlers,,,R,MI,3,0,M,,,http://www.house.gov/ehlers,,,E000092,26907,H4MI03045,400119,N00004166,,http://www.opencongress.org/wiki/Vernon_Ehlers,,,,,1934-02-06,
Rep,Jo Ann,H.,Emerson,,,R,MO,8,0,F,202-225-4404,202-226-0326,http://emerson.house.gov,http://www.house.gov/emerson/contact/,2230 Rayburn House Office Building,E000172,903,H6MO08084,400121,N00005090,,http://www.opencongress.org/wiki/Jo_Ann_Emerson,,,,,1950-09-16,
Rep,Eliot,L.,Engel,,,D,NY,16,1,M,202-225-2464,202-225-5513,https://engel.house.gov,,2462 Rayburn House Office Building,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,RepEliotLEngel,,,1947-02-18,Rep.Engel@opencongress.org
Rep,Philip,,English,,Phil,R,PA,3,0,M,,,http://www.house.gov/english,,,E000187,21865,H4PA21051,400123,N00001427,,http://www.opencongress.org/wiki/Philip_English,,,,,1956-06-20,
Sen,John,Eric,Ensign,,,R,NV,Junior Seat,0,M,,,http://ensign.senate.gov,,,E000194,22139,S8NV00073,300040,N00006619,,http://www.opencongress.org/wiki/John_Ensign,,,,I,1958-03-25,
Rep,Anna,G.,Eshoo,,,D,CA,18,1,F,202-225-8104,202-225-8890,http://eshoo.house.gov,,241 Cannon House Office Building,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,RepAnnaEshoo,,,1942-12-13,Rep.Eshoo@opencongress.org
Rep,Bob,R.,Etheridge,,,D,NC,2,0,M,,,http://www.house.gov/etheridge,,,E000226,118,H6NC02080,400125,N00002269,,http://www.opencongress.org/wiki/Bob_Etheridge,,,,,1941-08-07,
Rep,Terry,,Everett,,,R,AL,2,0,M,,,http://www.everett.house.gov,,,E000268,26711,H2AL02067,400127,N00003083,,http://www.opencongress.org/wiki/Terry_Everett,,,,,1937-02-15,
Sen,Michael,B.,Enzi,,,R,WY,Senior Seat,1,M,202-224-3424,202-228-0359,https://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,379a Russell Senate Office Building,E000285,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,http://youtube.com/senatorenzi,mikeenzi,,II,1944-02-01,Sen.Enzi@opencongress.org
Rep,Rahm,,Emanuel,,,D,IL,5,0,M,,,http://www.house.gov/emanuel,,,E000287,33530,H2IL05092,400120,N00024813,,http://www.opencongress.org/wiki/Rahm_Emanuel,,,,,1959-11-29,
Rep,Keith,Maurice,Ellison,,,D,MN,5,1,M,202-225-4755,202-225-4886,https://ellison.house.gov,,2263 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,Keith.Ellison,,,1963-08-04,Rep.Ellison@opencongress.org
Rep,Brad,,Ellsworth,,,D,IN,8,0,M,,,http://ellsworth.house.gov,,,E000289,57497,H6IN08210,412206,N00027575,,http://www.opencongress.org/wiki/Brad_Ellsworth,,,,,1958-09-11,
Rep,Donna,F.,Edwards,,,D,MD,4,0,F,202-225-8699,202-225-8714,http://donnaedwards.house.gov,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,2445 Rayburn House Office Building,E000290,65085,H6MD04183,412263,N00028249,,http://www.opencongress.org/wiki/Donna_Edwards,,,,,1958-06-28,
Rep,Renee,L.,Ellmers,,,R,NC,2,0,F,202-225-4531,202- 225-5662,http://ellmers.house.gov,https://ellmersforms.house.gov/contact-us1,1210 Longworth House Office Building,E000291,120897,H0NC02059,412457,N00031513,,http://www.opencongress.org/wiki/Renee_Ellmers,,,,,1964-02-09,
Rep,Elizabeth,H.,Esty,,,D,CT,5,1,F,202-225-4476,202-225-5933,https://esty.house.gov,,221 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,RepEsty,,,1959-08-25,Rep.Esty@opencongress.org
Rep,Tom,,Emmer,,,R,MN,6,1,M,202-225-2331,202-225-6475,https://emmer.house.gov,,315 Cannon House Office Building,E000294,38894,H4MN06087,412639,N00035440,RepTomEmmer,,http://youtube.com/RepTomEmmer,reptomemmer,,,1961-03-03,Rep.Emmer@opencongress.org
Sen,Joni,,Ernst,,,R,IA,Junior Seat,1,F,202-224-3254,,https://www.ernst.senate.gov/public,https://www.ernst.senate.gov/public/index.cfm/contact,111 Russell Senate Office Building,E000295,128583,S4IA00129,412667,N00035483,SenJoniErnst,,,senjoniernst,,II,1970-07-01,Sen.Ernst@opencongress.org
Rep,Dwight,,Evans,,,D,PA,2,1,M,202-225-4001,,https://evans.house.gov,,1105 Longworth House Office Building,E000296,9128,H6PA02171,412677,N00038450,RepDwightEvans,,,RepDwightEvans,,,1954-05-16,Rep.Evans@opencongress.org
Rep,Adriano,,Espaillat,,,D,NY,13,1,M,202-225-4365,202-225-0816,https://espaillat.house.gov,,1630 Longworth House Office Building,E000297,14379,H2NY13096,412718,N00034549,RepEspaillat,,,RepEspaillat,,,1954-09-27,Rep.Espaillat@opencongress.org
Rep,Ron,,Estes,,,R,KS,4,1,M,202-225-6216,,https://estes.house.gov,https://estes.house.gov/contact/email,2452 Rayburn House Office Building,E000298,125031,H8KS04112,412735,"",RepRonEstes,,,RepRonEstes,,,1956-07-19,Rep.Estes@opencongress.org
Del,Eni,F. H.,Faleomavaega,,,D,AS,0,0,M,202-225-8577,202-225-8757,http://faleomavaega.house.gov,https://faleomavaega.house.gov/contact/email-me,2422 Rayburn House Office Building,F000010,774,H0AS00018,400128,N00007632,,http://www.opencongress.org/wiki/Eni_Faleomavaega,,,,,1943-08-15,
Rep,Sam,,Farr,,,D,CA,20,0,M,202-225-2861,202-225-6791,http://farr.house.gov,https://forms.house.gov/farr/webforms/issue_subscribe.html,1126 Longworth House Office Building,F000030,26745,H4CA17021,400129,N00007312,,http://www.opencongress.org/wiki/Sam_Farr,,,,,1941-07-04,
Rep,Chaka,,Fattah,,,D,PA,2,0,M,202-225-4001,202-225-5392,http://fattah.house.gov,https://fattahforms.house.gov/contact-rep-fattah,2301 Rayburn House Office Building,F000043,21850,H2PA02055,400130,N00001746,,http://www.opencongress.org/wiki/Chaka_Fattah,,,,,1956-11-21,
Sen,Russell,D.,Feingold,,,D,WI,Junior Seat,0,M,,,http://feingold.senate.gov,,,F000061,53361,S8WI00026,300042,N00000036,,http://www.opencongress.org/wiki/Russell_Feingold,,,,III,1953-03-02,
Sen,Dianne,,Feinstein,,,D,CA,Senior Seat,1,F,202-224-3841,202-228-3954,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,331 Hart Senate Office Building,F000062,53273,S0CA00199,300043,N00007364,SenFeinstein,http://www.opencongress.org/wiki/Dianne_Feinstein,http://youtube.com/SenatorFeinstein,senatorfeinstein,,I,1933-06-22,Sen.Feinstein@opencongress.org
Rep,Bob,,Filner,,,D,CA,51,0,M,202-225-8045,202-225-9073,http://www.house.gov/filner,http://www.house.gov/writerep,2428 Rayburn House Office Building,F000116,26774,H2CA50034,400133,N00007033,,http://www.opencongress.org/wiki/Bob_Filner,,,,,1942-09-04,
Rep,Barney,,Frank,,,D,MA,4,0,M,202-225-5931,202-225-0182,http://www.house.gov/frank,http://www.house.gov/writerep,2252 Rayburn House Office Building,F000339,26897,H0MA04036,400140,N00000275,,http://www.opencongress.org/wiki/Barney_Frank,,,,,1940-03-31,
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,1,M,202-225-5034,202-225-3186,https://frelinghuysen.house.gov,,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,http://youtube.com/RepFrelinghuysen,rfrelinghuysen,,,1946-04-29,Rep.Frelinghuysen@opencongress.org
Rep,Vito,J.,Fossella,Jr.,,R,NY,13,0,M,,,http://www.house.gov/fossella,,,F000440,16455,H8NY13028,400139,N00000983,,http://www.opencongress.org/wiki/Vito_Fossella,,,,,1965-03-09,
Rep,Michael,,Ferguson,,Mike,R,NJ,7,0,M,,,http://www.house.gov/ferguson,,,F000443,22521,H8NJ06118,400132,N00000766,,http://www.opencongress.org/wiki/Michael_Ferguson,,,,,1970-06-22,
Sen,Jeff,,Flake,,,R,AZ,Junior Seat,1,M,202-224-4521,202-226-4386,https://www.flake.senate.gov/public,https://www.flake.senate.gov/public/index.cfm/contact-jeff,413 Russell Senate Office Building,F000444,28128,H0AZ01184,400134,N00009573,JeffFlake,http://www.opencongress.org/wiki/Jeff_Flake,http://youtube.com/flakeoffice,senatorjeffflake,,I,1962-12-31,Sen.Flake@opencongress.org
Rep,J.,Randy,Forbes,,,R,VA,4,0,M,202-225-6365,202-226-1170,http://forbes.house.gov,https://forbes.house.gov/contact/contactform.htm,2135 Rayburn House Office Building,F000445,5146,H2VA04052,400137,N00013799,,http://www.opencongress.org/wiki/James_Randy_Forbes,,,,,1952-02-17,
Rep,Tom,C.,Feeney,,,R,FL,24,0,M,,,http://www.house.gov/feeney,,,F000447,12856,H2FL00250,400131,N00024851,,http://www.opencongress.org/wiki/Tom_Feeney,,,,,1958-05-21,
Rep,Trent,,Franks,,,R,AZ,8,1,M,202-225-4576,202-225-6328,https://franks.house.gov,,2435 Rayburn House Office Building,F000448,28399,H4AZ04024,400141,N00006423,RepTrentFranks,http://www.opencongress.org/wiki/Trent_Franks,http://youtube.com/RepTrentFranks,TrentFranks,,,1957-06-19,Rep.Franks@opencongress.org
Rep,Jeff,Lane,Fortenberry,,,R,NE,1,1,M,202-225-4806,202-225-5686,https://fortenberry.house.gov,,1514 Longworth House Office Building,F000449,41929,H4NE01064,400640,N00026631,JeffFortenberry,http://www.opencongress.org/wiki/Jeff_Fortenberry,http://youtube.com/JeffFortenberry,jefffortenberry,,,1960-12-27,Rep.Fortenberry@opencongress.org
Rep,Virginia,,Foxx,,,R,NC,5,1,F,202-225-2071,202-225-2995,http://foxx.house.gov,,2262 Rayburn House Office Building,F000450,6051,H4NC05146,400643,N00026166,VirginiaFoxx,http://www.opencongress.org/wiki/Virginia_Foxx,http://youtube.com/repvirginiafoxx,RepVirginiaFoxx,,,1943-06-29,Rep.Foxx@opencongress.org
Rep,Michael,G.,Fitzpatrick,,,R,PA,8,0,M,202-225-4276,202- 225-9511,http://fitzpatrick.house.gov,https://fitzpatrick.house.gov/contact-me/email-me,2400 Rayburn House Office Building,F000451,46971,H4PA08074,400646,N00027229,,http://www.opencongress.org/wiki/Michael_Fitzpatrick,,,,,1963-06-28,
Com,Luis,G.,Fortuño,,,R,PR,0,0,M,,,http://www.house.gov/fortuno,,,F000452,47567,H4PR00079,400662,N00026264,,http://www.opencongress.org/wiki/Luis_Fortuno,,,,,1960-10-31,
Rep,Mary,,Fallin,,,R,OK,5,0,F,,,http://fallin.house.gov,,,F000453,1699,H6OK05160,412230,N00027781,,http://www.opencongress.org/wiki/Mary_Fallin,,,,,1954-12-09,
Rep,Bill,,Foster,,,D,IL,11,1,M,202-225-3515,202-225-9420,http://foster.house.gov,,1224 Longworth House Office Building,F000454,101632,H8IL14067,412257,N00029139,RepBillFoster,http://www.opencongress.org/wiki/Bill_Foster,http://youtube.com/RepBillFoster,CongressmanBillFoster,,,1955-10-07,Rep.Foster@opencongress.org
Rep,Marcia,L.,Fudge,,,D,OH,11,1,F,202-225-7032,202-225-1339,https://fudge.house.gov,,2344 Rayburn House Office Building,F000455,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,http://youtube.com/marcialfudge,RepMarciaLFudge,,,1952-10-29,Rep.Fudge@opencongress.org
Rep,John,,Fleming,,,R,LA,4,0,M,202-225-2777,202-225-8039,http://fleming.house.gov,https://fleming.house.gov/contact/contactform.htm,2182 Rayburn House Office Building,F000456,108811,H8LA04225,412275,N00029679,,http://www.opencongress.org/wiki/John_Fleming,,,,,1951-07-05,
Sen,Alan,Stuart,Franken,,Al,D,MN,Junior Seat,1,M,202-224-5641,202-224-0044,https://www.franken.senate.gov,https://www.franken.senate.gov/?p=contact,309 Hart Senate Office Building,F000457,108924,S8MN00438,412378,N00029016,SenFranken,http://www.opencongress.org/wiki/Al_Franken,http://youtube.com/SenatorFranken,senatoralfranken,,II,1951-05-21,Sen.Franken@opencongress.org
Rep,Stephen,Lee,Fincher,,,R,TN,8,0,M,202-225-4714,202-225-1765,http://fincher.house.gov,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,2452 Rayburn House Office Building,F000458,124659,H0TN08246,412479,N00031141,,http://www.opencongress.org/wiki/Stephen_Fincher,,,,,1973-02-07,
Rep,Charles,J.,Fleischmann,,Chuck,R,TN,3,1,M,202-225-3271,202-225-3494,http://fleischmann.house.gov,,2410 Rayburn House Office Building,F000459,123456,H0TN03254,412476,N00030815,RepChuck,http://www.opencongress.org/wiki/Chuck_Fleischmann,http://youtube.com/repchuck,repchuck,,,1962-10-11,Rep.Fleischmann@opencongress.org
Rep,Blake,,Farenthold,,,R,TX,27,1,M,202-225-7742,202-226-1134,http://farenthold.house.gov,,2331 Rayburn House Office Building,F000460,116919,H0TX27061,412482,N00031672,Farenthold,http://www.opencongress.org/wiki/Blake_Farenthold,http://youtube.com/BlakeFarenthold,BlakeFarenthold,,,1961-12-12,Rep.Farenthold@opencongress.org
Rep,Bill,,Flores,,,R,TX,17,1,M,202-225-6105,202-225-0350,http://flores.house.gov,,2440 Rayburn House Office Building,F000461,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,http://youtube.com/RepBillFlores,RepBillFlores,,,1954-02-25,Rep.Flores@opencongress.org
